id,label
1,1.0
2,-1.0
3,1.0
4,1.0
5,0.0
6,1.0
7,1.0
8,1.0
9,-1.0
10,1.0
11,1.0
12,0.02
13,-1.0
14,0.0
15,1.0
16,0.0
17,1.0
18,-0.98
19,1.0
20,1.0
21,-1.0
22,1.0
23,-1.0
24,1.0
25,-1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,-1.0
32,1.0
33,-0.18
34,1.0
35,1.0
36,-1.0
37,1.0
38,1.0
39,1.0
40,-0.98
41,-0.98
42,0.0
43,-0.82
44,1.0
45,-1.0
46,0.0
47,-1.0
48,0.0
49,-0.84
50,-0.98
51,1.0
52,1.0
53,1.0
54,-1.0
55,1.0
56,1.0
57,1.0
58,1.0
59,-0.79
60,0.0
61,-0.84
62,1.0
63,1.0
64,1.0
65,1.0
66,-1.0
67,-1.0
68,-1.0
69,-0.98
70,-0.98
71,1.0
72,1.0
73,0.85
74,-0.98
75,1.0
76,-0.98
77,1.0
78,1.0
79,0.0
80,1.0
81,1.0
82,-1.0
83,0.0
84,0.0
85,-1.0
86,1.0
87,0.0
88,0.0
89,1.0
90,1.0
91,1.0
92,1.0
93,0.0
94,1.0
95,1.0
96,-0.98
97,-0.52
98,-1.0
99,1.0
100,1.0
101,1.0
102,1.0
103,1.0
104,1.0
105,1.0
106,1.0
107,1.0
108,-0.76
109,0.87
110,-1.0
111,1.0
112,1.0
113,0.0
114,1.0
115,-1.0
116,1.0
117,-1.0
118,1.0
119,0.0
120,-0.98
121,1.0
122,1.0
123,0.0
124,1.0
125,1.0
126,0.94
127,1.0
128,1.0
129,1.0
130,1.0
131,-0.98
132,1.0
133,-1.0
134,1.0
135,1.0
136,-0.98
137,0.03
138,1.0
139,1.0
140,0.88
141,1.0
142,-1.0
143,-0.98
144,-1.0
145,1.0
146,1.0
147,-1.0
148,1.0
149,1.0
150,0.0
151,0.0
152,-0.98
153,-0.98
154,-0.98
155,1.0
156,1.0
157,1.0
158,-0.98
159,1.0
160,1.0
161,1.0
162,1.0
163,1.0
164,1.0
165,1.0
166,1.0
167,0.08
168,1.0
169,-0.67
170,-0.98
171,-1.0
172,1.0
173,-0.56
174,1.0
175,-1.0
176,0.0
177,1.0
178,1.0
179,-0.67
180,-0.29
181,1.0
182,1.0
183,1.0
184,0.8
185,1.0
186,1.0
187,1.0
188,1.0
189,-0.98
190,-0.99
191,1.0
192,-1.0
193,0.0
