id,label
1,1.0
2,-0.18
3,0.44
4,1.0
5,-0.03
6,0.755
7,1.0
8,0.44
9,-0.645
10,1.0
11,0.85
12,0.175
13,-0.775
14,0.07
15,1.0
16,-0.345
17,0.99
18,-0.545
19,0.995
20,0.28
21,0.13
22,1.0
23,-1.0
24,1.0
25,-0.735
26,0.77
27,1.0
28,0.99
29,1.0
30,1.0
31,-0.84
32,0.97
33,-0.235
34,0.725
35,0.71
36,-0.885
37,0.9
38,0.31
39,1.0
40,-0.545
41,-0.545
42,0.06
43,0.115
44,1.0
45,-0.99
46,-0.105
47,-0.835
48,0.005
49,0.33
50,-0.545
51,0.995
52,0.975
53,1.0
54,-0.75
55,0.755
56,1.0
57,1.0
58,0.965
59,-0.205
60,-0.385
61,-0.75
62,0.26
63,1.0
64,0.44
65,0.16
66,-0.78
67,-1.0
68,-0.835
69,-0.545
70,-0.545
71,0.955
72,1.0
73,0.475
74,-0.545
75,1.0
76,-0.545
77,0.44
78,0.95
79,0.035
80,1.0
81,1.0
82,-0.725
83,0.0
84,-0.01
85,-1.0
86,0.755
87,0.0
88,-0.105
89,0.995
90,1.0
91,0.44
92,1.0
93,0.01
94,0.89
95,1.0
96,-0.285
97,-0.705
98,-0.985
99,1.0
100,0.77
101,0.08
102,1.0
103,1.0
104,0.91
105,0.98
106,1.0
107,0.175
108,-0.28
109,0.025
110,-1.0
111,1.0
112,1.0
113,0.005
114,0.675
115,-1.0
116,-0.255
117,-0.845
118,0.77
119,0.01
120,-0.285
121,0.995
122,1.0
123,-0.01
124,0.56
125,0.61
126,0.765
127,1.0
128,0.99
129,0.975
130,0.6
131,-0.545
132,1.0
133,-0.835
134,0.93
135,0.89
136,-0.545
137,0.19
138,0.715
139,0.98
140,-0.385
141,0.27
142,-0.535
143,-0.285
144,-0.655
145,0.77
146,0.745
147,-0.905
148,1.0
149,1.0
150,-0.035
151,-0.005
152,-0.545
153,-0.545
154,-0.545
155,1.0
156,1.0
157,0.98
158,-0.545
159,1.0
160,0.26
161,0.77
162,0.205
163,0.08
164,0.95
165,0.95
166,1.0
167,0.575
168,0.955
169,-0.125
170,-0.545
171,-1.0
172,0.755
173,0.8
174,0.995
175,-0.85
176,0.0
177,0.995
178,0.655
179,-0.125
180,-0.045
181,1.0
182,1.0
183,0.865
184,-0.06
185,1.0
186,0.77
187,0.7
188,0.755
189,-0.285
190,-0.865
191,1.0
192,-0.84
193,0.0
194,1.0
195,-0.945
196,-0.06
197,1.0
198,-0.89
199,-0.92
200,1.0
201,0.995
202,1.0
203,1.0
204,1.0
205,0.99
206,0.99
207,1.0
208,-0.545
209,0.755
210,0.875
211,1.0
212,-0.545
213,1.0
214,0.915
215,0.515
216,0.99
217,1.0
218,-1.0
219,0.035
220,-0.075
221,0.975
222,-0.545
223,-0.2
224,0.755
225,1.0
226,-0.01
227,1.0
228,0.97
229,1.0
230,0.755
231,-0.71
232,1.0
233,-0.545
234,0.9
235,0.36
236,1.0
237,0.92
238,0.265
239,0.77
240,-0.88
241,-0.75
242,1.0
243,0.485
244,-0.475
245,1.0
246,0.77
247,-0.545
248,-0.99
249,-0.145
250,-0.065
251,0.755
252,-0.545
253,-0.555
254,1.0
255,0.985
256,1.0
257,-0.875
258,0.975
259,0.01
260,0.77
261,-0.545
262,0.995
263,0.965
264,-0.335
265,-0.975
266,1.0
267,0.44
268,0.865
269,-0.66
270,-0.385
271,1.0
272,0.0
273,-0.385
274,0.17
275,-1.0
276,-0.86
277,0.9
278,-0.105
279,0.955
280,-0.805
281,-0.085
282,1.0
283,1.0
284,0.97
285,0.445
286,0.755
287,-0.66
288,0.98
289,-0.545
290,-0.545
291,-0.935
292,0.08
293,1.0
294,0.98
295,0.645
296,1.0
297,0.055
298,0.99
299,1.0
300,1.0
301,-0.94
302,0.915
303,-0.98
304,-0.545
305,0.995
306,0.995
307,-0.84
308,-0.295
309,0.94
310,1.0
311,-0.285
312,-0.545
313,-0.545
314,-0.58
315,-0.125
316,-0.75
317,1.0
318,-1.0
319,1.0
320,0.95
321,0.99
322,-0.205
323,1.0
324,-1.0
325,-0.545
326,-0.815
327,1.0
328,0.99
329,1.0
330,0.97
331,-0.895
332,0.08
333,1.0
334,1.0
335,-0.94
336,0.0
337,-0.435
338,-0.08
339,0.99
340,0.48
341,-0.545
342,-0.99
343,1.0
344,-0.2
345,-0.425
346,1.0
347,0.755
348,0.955
349,-1.0
350,0.265
351,0.52
352,1.0
353,1.0
354,0.33
355,0.77
356,-1.0
357,-0.325
358,1.0
359,0.99
360,-0.005
361,1.0
362,1.0
363,0.87
364,-0.545
365,-0.545
366,-0.545
367,-0.545
368,1.0
369,0.855
370,-0.26
371,-0.395
372,1.0
373,-0.055
374,-1.0
375,-0.545
376,0.8
377,-0.39
378,0.16
379,0.48
380,0.14
381,0.95
382,0.05
383,-0.01
384,-0.28
385,0.1
386,1.0
387,-0.105
388,0.125
389,-0.065
390,0.99
391,1.0
392,0.755
393,0.965
394,-0.89
395,0.77
396,0.97
397,1.0
398,0.0
399,0.96
400,0.95
401,0.755
402,1.0
403,0.0
404,0.005
405,1.0
406,0.44
407,0.755
408,1.0
409,1.0
410,-0.545
411,-0.58
412,1.0
413,-0.92
414,-0.865
415,0.77
416,-0.475
417,1.0
418,-0.545
419,0.0
420,-1.0
421,1.0
422,0.115
423,-0.735
424,0.99
425,0.005
426,-0.545
427,1.0
428,0.85
429,0.995
430,1.0
431,1.0
432,-0.72
433,0.44
434,0.755
435,0.0
436,1.0
437,1.0
438,0.995
439,-0.56
440,0.155
441,-0.565
442,-0.545
443,0.68
444,-0.545
445,-0.92
446,0.96
447,-0.545
448,0.9
449,0.995
450,0.95
451,0.005
452,-0.93
453,1.0
454,1.0
455,0.88
456,-0.125
457,0.955
458,0.84
459,-0.3
460,0.995
461,-0.06
462,1.0
463,0.78
464,0.62
465,-0.545
466,0.425
467,0.44
468,0.97
469,-0.375
470,-0.995
471,-0.995
